embedding_row	clean_id	original_id	split	label	cluster_id	sequence_length	completed	number_of_windows
1435	seq_1e04aba7ca0c13c593dc59f6e08955c203aa0d828b7bdfd28a27d43d0a5378d9	seq_1e04aba7ca0c13c593dc59f6e08955c203aa0d828b7bdfd28a27d43d0a5378d9	existing_challenge	0	seq_1e04aba7ca0c13c593dc59f6e08955c203aa0d828b7bdfd28a27d43d0a5378d9	430	1	1
1436	seq_691157ac6a5950ff8fab971255ef63508ce9db435f7ff83ebb28004b27e60bed	seq_691157ac6a5950ff8fab971255ef63508ce9db435f7ff83ebb28004b27e60bed	existing_challenge	0	seq_691157ac6a5950ff8fab971255ef63508ce9db435f7ff83ebb28004b27e60bed	405	1	1
1437	seq_203056e7de0487ee8d1be77f3ac28446b9309d340521dd9eefa7b2d0343fe873	seq_203056e7de0487ee8d1be77f3ac28446b9309d340521dd9eefa7b2d0343fe873	existing_challenge	0	seq_203056e7de0487ee8d1be77f3ac28446b9309d340521dd9eefa7b2d0343fe873	397	1	1
1438	seq_2abc07b2cf97c387abf32f714bcfd60a942c99518300a21f96794f06a5b2789a	seq_2abc07b2cf97c387abf32f714bcfd60a942c99518300a21f96794f06a5b2789a	existing_challenge	0	seq_2abc07b2cf97c387abf32f714bcfd60a942c99518300a21f96794f06a5b2789a	404	1	1
1439	seq_d7f7a8281c3387198b7851deb7b8132ec577131c465527995f6ba492ee7ad837	seq_d7f7a8281c3387198b7851deb7b8132ec577131c465527995f6ba492ee7ad837	existing_challenge	0	seq_d7f7a8281c3387198b7851deb7b8132ec577131c465527995f6ba492ee7ad837	397	1	1
1440	seq_b0e907b17e250d4d4251cd5f67c627b1c732d76d9085d75831a7b64c551c6aa5	seq_b0e907b17e250d4d4251cd5f67c627b1c732d76d9085d75831a7b64c551c6aa5	existing_challenge	0	seq_b0e907b17e250d4d4251cd5f67c627b1c732d76d9085d75831a7b64c551c6aa5	393	1	1
1441	seq_fe7b73df38ab597b1bd87de46d4461affe323b5140457803a6794c20eaac7fe9	seq_fe7b73df38ab597b1bd87de46d4461affe323b5140457803a6794c20eaac7fe9	existing_challenge	0	seq_fe7b73df38ab597b1bd87de46d4461affe323b5140457803a6794c20eaac7fe9	391	1	1
1442	seq_dd1dfb293d5ddc76db4c8a5feee5a95a38971587c362594e4221f15e8f0d0bc4	seq_dd1dfb293d5ddc76db4c8a5feee5a95a38971587c362594e4221f15e8f0d0bc4	existing_challenge	0	seq_dd1dfb293d5ddc76db4c8a5feee5a95a38971587c362594e4221f15e8f0d0bc4	382	1	1
1443	seq_6bbfb7e722e804a64229dbccce4d9f8742925198657ab596b0c1fc49e3da7a7b	seq_6bbfb7e722e804a64229dbccce4d9f8742925198657ab596b0c1fc49e3da7a7b	existing_challenge	0	seq_6bbfb7e722e804a64229dbccce4d9f8742925198657ab596b0c1fc49e3da7a7b	368	1	1
1444	seq_aabc13183e39fbfb46ab9ce484dee5c8e9aa464f1f717d18aa8c6e513197abdb	seq_aabc13183e39fbfb46ab9ce484dee5c8e9aa464f1f717d18aa8c6e513197abdb	existing_challenge	0	seq_aabc13183e39fbfb46ab9ce484dee5c8e9aa464f1f717d18aa8c6e513197abdb	367	1	1
1445	seq_9a6865fafb21da9e7de607c73424eff8c9e07328d8a95f9db14da4ab569f3b9e	seq_9a6865fafb21da9e7de607c73424eff8c9e07328d8a95f9db14da4ab569f3b9e	existing_challenge	0	seq_9a6865fafb21da9e7de607c73424eff8c9e07328d8a95f9db14da4ab569f3b9e	365	1	1
1446	seq_f63c2a66854e0199e0444ac72e2facd9183d3d4d4b7637d71f02e17e739ef165	seq_f63c2a66854e0199e0444ac72e2facd9183d3d4d4b7637d71f02e17e739ef165	existing_challenge	0	seq_f63c2a66854e0199e0444ac72e2facd9183d3d4d4b7637d71f02e17e739ef165	361	1	1
1447	seq_d27852460ef940f95d771c1aa8a6f8854c70bfab997f61f213448944fc4d023e	seq_d27852460ef940f95d771c1aa8a6f8854c70bfab997f61f213448944fc4d023e	existing_challenge	0	seq_d27852460ef940f95d771c1aa8a6f8854c70bfab997f61f213448944fc4d023e	353	1	1
1448	seq_2831732e46eea1784bb61dae125c25224b53e4648dfbfc2536c59127bcb6999c	seq_2831732e46eea1784bb61dae125c25224b53e4648dfbfc2536c59127bcb6999c	existing_challenge	0	seq_2831732e46eea1784bb61dae125c25224b53e4648dfbfc2536c59127bcb6999c	333	1	1
1449	seq_6d689cc205d13f42a241bbed0f5f1ebfb6bb92d09b4cc9a124edbfb73d365066	seq_6d689cc205d13f42a241bbed0f5f1ebfb6bb92d09b4cc9a124edbfb73d365066	existing_challenge	0	seq_6d689cc205d13f42a241bbed0f5f1ebfb6bb92d09b4cc9a124edbfb73d365066	358	1	1
1450	seq_15e01a5d34f9944c6c3e755659e59998d3a783996acf3013902b64d600b046e0	seq_15e01a5d34f9944c6c3e755659e59998d3a783996acf3013902b64d600b046e0	existing_challenge	0	seq_15e01a5d34f9944c6c3e755659e59998d3a783996acf3013902b64d600b046e0	351	1	1
1451	seq_0b0a8c657f32ae9b8bffe596e3ce06d60a3993f7fed42e00b935a698f8bef030	seq_0b0a8c657f32ae9b8bffe596e3ce06d60a3993f7fed42e00b935a698f8bef030	existing_challenge	0	seq_0b0a8c657f32ae9b8bffe596e3ce06d60a3993f7fed42e00b935a698f8bef030	351	1	1
1452	seq_66bff290c83671b0d56a4e0fa426221734830582d6ab6b04d64ee9f0163c8005	seq_66bff290c83671b0d56a4e0fa426221734830582d6ab6b04d64ee9f0163c8005	existing_challenge	0	seq_66bff290c83671b0d56a4e0fa426221734830582d6ab6b04d64ee9f0163c8005	330	1	1
1453	seq_1a33e62c9f2d74f97821301ca5d14682e5aed6bb22f8e730d7a1b39bcb05441e	seq_1a33e62c9f2d74f97821301ca5d14682e5aed6bb22f8e730d7a1b39bcb05441e	existing_challenge	0	seq_1a33e62c9f2d74f97821301ca5d14682e5aed6bb22f8e730d7a1b39bcb05441e	348	1	1
1454	seq_aacb7a82e5dc9a643df088a4e85c03ff47c5d9ae2cd9815156dd005f6d9d7804	seq_aacb7a82e5dc9a643df088a4e85c03ff47c5d9ae2cd9815156dd005f6d9d7804	existing_challenge	0	seq_aacb7a82e5dc9a643df088a4e85c03ff47c5d9ae2cd9815156dd005f6d9d7804	333	1	1
1455	seq_876ae1e75e1f24d12057f51ddad36ebe86bb62781fe653c204dbc49dfbec8254	seq_876ae1e75e1f24d12057f51ddad36ebe86bb62781fe653c204dbc49dfbec8254	existing_challenge	0	seq_876ae1e75e1f24d12057f51ddad36ebe86bb62781fe653c204dbc49dfbec8254	344	1	1
1456	seq_7cf8bc9945be5cc2d3854650fc50250d193f57508ef09a5162a4288a2c442395	seq_7cf8bc9945be5cc2d3854650fc50250d193f57508ef09a5162a4288a2c442395	existing_challenge	0	seq_7cf8bc9945be5cc2d3854650fc50250d193f57508ef09a5162a4288a2c442395	343	1	1
1457	seq_18fb943458cc2168b54d7e93645e3a4a097f6bce6c20c0e964c1f62893231d9b	seq_18fb943458cc2168b54d7e93645e3a4a097f6bce6c20c0e964c1f62893231d9b	existing_challenge	0	seq_18fb943458cc2168b54d7e93645e3a4a097f6bce6c20c0e964c1f62893231d9b	341	1	1
1458	seq_139c455ae3ae0b86e998055ebaee4d8f400a7d1c1a09d7d695172b083d00f640	seq_139c455ae3ae0b86e998055ebaee4d8f400a7d1c1a09d7d695172b083d00f640	existing_challenge	0	seq_139c455ae3ae0b86e998055ebaee4d8f400a7d1c1a09d7d695172b083d00f640	327	1	1
1459	seq_74ca6b70d77866119cc913bebf9d199f730b1d4aeb79af6c4419cc3e348e08ea	seq_74ca6b70d77866119cc913bebf9d199f730b1d4aeb79af6c4419cc3e348e08ea	existing_challenge	0	seq_74ca6b70d77866119cc913bebf9d199f730b1d4aeb79af6c4419cc3e348e08ea	328	1	1
1460	seq_813aef1a387ff75a7831208cb87e69d2c28bf375b58d6a18a9e9b56dcbef64da	seq_813aef1a387ff75a7831208cb87e69d2c28bf375b58d6a18a9e9b56dcbef64da	existing_challenge	0	seq_813aef1a387ff75a7831208cb87e69d2c28bf375b58d6a18a9e9b56dcbef64da	313	1	1
1461	seq_3473fe8d8ba4b0eb8b2c81a3fbb5057370fd26da81d2adac123b027efe033977	seq_3473fe8d8ba4b0eb8b2c81a3fbb5057370fd26da81d2adac123b027efe033977	existing_challenge	0	seq_3473fe8d8ba4b0eb8b2c81a3fbb5057370fd26da81d2adac123b027efe033977	290	1	1
1462	seq_2ae6c84b01159c2a68233190ed752077d5bd81791658d5b6e75f76ffd29f9264	seq_2ae6c84b01159c2a68233190ed752077d5bd81791658d5b6e75f76ffd29f9264	existing_challenge	0	seq_2ae6c84b01159c2a68233190ed752077d5bd81791658d5b6e75f76ffd29f9264	296	1	1
1463	seq_81e5460cc7b49a1e7e5b11fec76173065d70dcdafaa21caead820219aab8bb39	seq_81e5460cc7b49a1e7e5b11fec76173065d70dcdafaa21caead820219aab8bb39	existing_challenge	0	seq_81e5460cc7b49a1e7e5b11fec76173065d70dcdafaa21caead820219aab8bb39	295	1	1
1464	seq_34ba780d798d997bb6d8dccd2b934105258e1cb4b1e3cc36df76f46102f956cc	seq_34ba780d798d997bb6d8dccd2b934105258e1cb4b1e3cc36df76f46102f956cc	existing_challenge	0	seq_34ba780d798d997bb6d8dccd2b934105258e1cb4b1e3cc36df76f46102f956cc	283	1	1
1465	seq_eefb999db2b7b3aa35a81c27f7b2d06adb8e8e72a50c1bde3269b664b347add5	seq_eefb999db2b7b3aa35a81c27f7b2d06adb8e8e72a50c1bde3269b664b347add5	existing_challenge	0	seq_eefb999db2b7b3aa35a81c27f7b2d06adb8e8e72a50c1bde3269b664b347add5	291	1	1
1466	seq_72d07e0b22da1665fc7a8ea778eb27e3892ce0a860714301c55bcbf21a4b5a24	seq_72d07e0b22da1665fc7a8ea778eb27e3892ce0a860714301c55bcbf21a4b5a24	existing_challenge	0	seq_72d07e0b22da1665fc7a8ea778eb27e3892ce0a860714301c55bcbf21a4b5a24	288	1	1
1467	seq_b740e87ef598050f59033b142d751be2524dd79f4637b1412c402ed217e23b21	seq_b740e87ef598050f59033b142d751be2524dd79f4637b1412c402ed217e23b21	existing_challenge	0	seq_b740e87ef598050f59033b142d751be2524dd79f4637b1412c402ed217e23b21	287	1	1
1468	seq_f6ad4ca8b6582188918d5c174d4732e0992b9a80686526e0b4b5d44b4290ad6d	seq_f6ad4ca8b6582188918d5c174d4732e0992b9a80686526e0b4b5d44b4290ad6d	existing_challenge	0	seq_f6ad4ca8b6582188918d5c174d4732e0992b9a80686526e0b4b5d44b4290ad6d	281	1	1
1469	seq_c91d750f01e32a9e1c215aa997f8a1cf48ae836f6f19a299ff12b245fbaa825a	seq_c91d750f01e32a9e1c215aa997f8a1cf48ae836f6f19a299ff12b245fbaa825a	existing_challenge	0	seq_c91d750f01e32a9e1c215aa997f8a1cf48ae836f6f19a299ff12b245fbaa825a	277	1	1
1470	seq_abdbfd13df1e207d08fdcb73821f3bbf6ab278614aa72f89d3e89f83c6f64c0a	seq_abdbfd13df1e207d08fdcb73821f3bbf6ab278614aa72f89d3e89f83c6f64c0a	existing_challenge	0	seq_abdbfd13df1e207d08fdcb73821f3bbf6ab278614aa72f89d3e89f83c6f64c0a	259	1	1
1471	seq_093fde36ac44e37470e48401c4e183b19236c43aba387030f37a2c153eddcc03	seq_093fde36ac44e37470e48401c4e183b19236c43aba387030f37a2c153eddcc03	existing_challenge	0	seq_093fde36ac44e37470e48401c4e183b19236c43aba387030f37a2c153eddcc03	262	1	1
1472	seq_8bae2f88668a2dc9ff17ed5f49368b7a5934f21426536c5afd2a8abdaeb2249b	seq_8bae2f88668a2dc9ff17ed5f49368b7a5934f21426536c5afd2a8abdaeb2249b	existing_challenge	0	seq_8bae2f88668a2dc9ff17ed5f49368b7a5934f21426536c5afd2a8abdaeb2249b	270	1	1
1473	seq_2fb2d00215341b40994240b62538e93bf0ec33cabdb9fcfcdd242579ca0a79eb	seq_2fb2d00215341b40994240b62538e93bf0ec33cabdb9fcfcdd242579ca0a79eb	existing_challenge	0	seq_2fb2d00215341b40994240b62538e93bf0ec33cabdb9fcfcdd242579ca0a79eb	251	1	1
1474	seq_3c8911cf4ceeb60ac842f51ca73fb399ff3f5e00acf5d445fd95036666623d3c	seq_3c8911cf4ceeb60ac842f51ca73fb399ff3f5e00acf5d445fd95036666623d3c	existing_challenge	0	seq_3c8911cf4ceeb60ac842f51ca73fb399ff3f5e00acf5d445fd95036666623d3c	253	1	1
1475	seq_5988d44d09ff4878a81c476abf9025553154527be7997b3f4334faad680e54fc	seq_5988d44d09ff4878a81c476abf9025553154527be7997b3f4334faad680e54fc	existing_challenge	0	seq_5988d44d09ff4878a81c476abf9025553154527be7997b3f4334faad680e54fc	235	1	1
1476	seq_e6bba413c7b77571945ce009649c687af43e0956e72f9d484743d3f88a0150cf	seq_e6bba413c7b77571945ce009649c687af43e0956e72f9d484743d3f88a0150cf	existing_challenge	0	seq_e6bba413c7b77571945ce009649c687af43e0956e72f9d484743d3f88a0150cf	256	1	1
1477	seq_96c7fa2fd31f5556c56fb4e9090753a460ca1eb18acd6fbee0dabff00be5d3f0	seq_96c7fa2fd31f5556c56fb4e9090753a460ca1eb18acd6fbee0dabff00be5d3f0	existing_challenge	0	seq_96c7fa2fd31f5556c56fb4e9090753a460ca1eb18acd6fbee0dabff00be5d3f0	250	1	1
1478	seq_a1591fe6ff463cfb56ccc09990744ef9b77474542c116979332c6dbac1dd4731	seq_a1591fe6ff463cfb56ccc09990744ef9b77474542c116979332c6dbac1dd4731	existing_challenge	0	seq_a1591fe6ff463cfb56ccc09990744ef9b77474542c116979332c6dbac1dd4731	252	1	1
1479	seq_52455a87db2c1f432f5fc992b303ab03cb785018bd168723d4becfcdb0a8f5f6	seq_52455a87db2c1f432f5fc992b303ab03cb785018bd168723d4becfcdb0a8f5f6	existing_challenge	0	seq_52455a87db2c1f432f5fc992b303ab03cb785018bd168723d4becfcdb0a8f5f6	235	1	1
1480	seq_7bed5bd4b9867d4c5b82dc00ab782d692770fd8ec19e480f340f3414db74121e	seq_7bed5bd4b9867d4c5b82dc00ab782d692770fd8ec19e480f340f3414db74121e	existing_challenge	0	seq_7bed5bd4b9867d4c5b82dc00ab782d692770fd8ec19e480f340f3414db74121e	232	1	1
1481	seq_eec1ba14c71c8fb26e8db8993d2219673d7ca27068006d178ebb885c779fb2cc	seq_eec1ba14c71c8fb26e8db8993d2219673d7ca27068006d178ebb885c779fb2cc	existing_challenge	0	seq_eec1ba14c71c8fb26e8db8993d2219673d7ca27068006d178ebb885c779fb2cc	240	1	1
1482	seq_f4bc4c0cd7d681787d4c25329616679eb385c32e745d4065f8e2b2afae8c8768	seq_f4bc4c0cd7d681787d4c25329616679eb385c32e745d4065f8e2b2afae8c8768	existing_challenge	0	seq_f4bc4c0cd7d681787d4c25329616679eb385c32e745d4065f8e2b2afae8c8768	229	1	1
1483	seq_2ba2a6a1c6750dca5811508bc7a4a3039359871d6abd235236a8af7381bf3d32	seq_2ba2a6a1c6750dca5811508bc7a4a3039359871d6abd235236a8af7381bf3d32	existing_challenge	0	seq_2ba2a6a1c6750dca5811508bc7a4a3039359871d6abd235236a8af7381bf3d32	231	1	1
1484	seq_f26bf0242087939a280c3a53d4c28677e4da9ed1bd921a39804a5d44c710aba9	seq_f26bf0242087939a280c3a53d4c28677e4da9ed1bd921a39804a5d44c710aba9	existing_challenge	0	seq_f26bf0242087939a280c3a53d4c28677e4da9ed1bd921a39804a5d44c710aba9	235	1	1
1485	seq_3ed93975b3bd173a14ce044d00642c8b859f2fe275e9afb78461d9b1ad4cea1a	seq_3ed93975b3bd173a14ce044d00642c8b859f2fe275e9afb78461d9b1ad4cea1a	existing_challenge	0	seq_3ed93975b3bd173a14ce044d00642c8b859f2fe275e9afb78461d9b1ad4cea1a	223	1	1
1486	seq_31f881201b972e92e0864c67d4b790b036f2ab0c6920fb3b35c02b821417e2a3	seq_31f881201b972e92e0864c67d4b790b036f2ab0c6920fb3b35c02b821417e2a3	existing_challenge	0	seq_31f881201b972e92e0864c67d4b790b036f2ab0c6920fb3b35c02b821417e2a3	222	1	1
1487	seq_e6744de074632e7fb4c1e3863c52fb56d880f15f041748465c528b525fdfe5a6	seq_e6744de074632e7fb4c1e3863c52fb56d880f15f041748465c528b525fdfe5a6	existing_challenge	0	seq_e6744de074632e7fb4c1e3863c52fb56d880f15f041748465c528b525fdfe5a6	217	1	1
1488	seq_cc8a8d640df0d666cbdc54c07c0da38ebac3d8f33f10467c67035e7b6aecdccc	seq_cc8a8d640df0d666cbdc54c07c0da38ebac3d8f33f10467c67035e7b6aecdccc	existing_challenge	0	seq_cc8a8d640df0d666cbdc54c07c0da38ebac3d8f33f10467c67035e7b6aecdccc	220	1	1
1489	seq_ae633c7d6848403f403b62fba25c021f7bd959c01306f69111edea5c857be512	seq_ae633c7d6848403f403b62fba25c021f7bd959c01306f69111edea5c857be512	existing_challenge	0	seq_ae633c7d6848403f403b62fba25c021f7bd959c01306f69111edea5c857be512	201	1	1
1490	seq_f5da834df95bbeeaeeaab1219524d3a4fd7b9c743614d5f1c1303db7566315d7	seq_f5da834df95bbeeaeeaab1219524d3a4fd7b9c743614d5f1c1303db7566315d7	existing_challenge	0	seq_f5da834df95bbeeaeeaab1219524d3a4fd7b9c743614d5f1c1303db7566315d7	208	1	1
1491	seq_713ae2e4c40de30f4bb02b2d6f8d3f61a7d2a58b43833c91ee0f1308c5c672ee	seq_713ae2e4c40de30f4bb02b2d6f8d3f61a7d2a58b43833c91ee0f1308c5c672ee	existing_challenge	0	seq_713ae2e4c40de30f4bb02b2d6f8d3f61a7d2a58b43833c91ee0f1308c5c672ee	209	1	1
1492	seq_1f76e0488a34cfb833ac995982bedd5c5dea941ecc69717e95d43a8fb8426c85	seq_1f76e0488a34cfb833ac995982bedd5c5dea941ecc69717e95d43a8fb8426c85	existing_challenge	0	seq_1f76e0488a34cfb833ac995982bedd5c5dea941ecc69717e95d43a8fb8426c85	208	1	1
1493	seq_0ac3feba034da119492f0d93ac8f6c596ebf180dbccf6d6391fac6e4c2f96e76	seq_0ac3feba034da119492f0d93ac8f6c596ebf180dbccf6d6391fac6e4c2f96e76	existing_challenge	0	seq_0ac3feba034da119492f0d93ac8f6c596ebf180dbccf6d6391fac6e4c2f96e76	196	1	1
1494	seq_23f7b8adf16bec19381f2d55d596f26a8b32773163ccef0a58728605a7336198	seq_23f7b8adf16bec19381f2d55d596f26a8b32773163ccef0a58728605a7336198	existing_challenge	0	seq_23f7b8adf16bec19381f2d55d596f26a8b32773163ccef0a58728605a7336198	195	1	1
1495	seq_ce0c9143231e8284597a1e5ad885a6cf562ba67a87d7b157229f3b6a3ea31a1e	seq_ce0c9143231e8284597a1e5ad885a6cf562ba67a87d7b157229f3b6a3ea31a1e	existing_challenge	0	seq_ce0c9143231e8284597a1e5ad885a6cf562ba67a87d7b157229f3b6a3ea31a1e	203	1	1
1496	seq_e313fc263880e2316b7640520f132243d5808bc9bf4fddd56714583ab6914287	seq_e313fc263880e2316b7640520f132243d5808bc9bf4fddd56714583ab6914287	existing_challenge	0	seq_e313fc263880e2316b7640520f132243d5808bc9bf4fddd56714583ab6914287	200	1	1
1497	seq_b5c13143c7a67f2e95f0087a3c0237ae7f8cb5de0eb39fcc88e9a5e24d22a5eb	seq_b5c13143c7a67f2e95f0087a3c0237ae7f8cb5de0eb39fcc88e9a5e24d22a5eb	existing_challenge	0	seq_b5c13143c7a67f2e95f0087a3c0237ae7f8cb5de0eb39fcc88e9a5e24d22a5eb	200	1	1
1498	seq_f01d6ff66bb91300db63f622aa64a1126ad7a0ee8b5a45213fe501bf6869cf7d	seq_f01d6ff66bb91300db63f622aa64a1126ad7a0ee8b5a45213fe501bf6869cf7d	existing_challenge	0	seq_f01d6ff66bb91300db63f622aa64a1126ad7a0ee8b5a45213fe501bf6869cf7d	197	1	1
1499	seq_3e4acd1457547e04656b978da8d77d0f052bab7deb0f828ca646ae95b569d627	seq_3e4acd1457547e04656b978da8d77d0f052bab7deb0f828ca646ae95b569d627	existing_challenge	0	seq_3e4acd1457547e04656b978da8d77d0f052bab7deb0f828ca646ae95b569d627	194	1	1
1500	seq_2dab9bb7c304444065a217d08f3e84084495c0f5c400f4e79225a0999d09abd6	seq_2dab9bb7c304444065a217d08f3e84084495c0f5c400f4e79225a0999d09abd6	existing_challenge	0	seq_2dab9bb7c304444065a217d08f3e84084495c0f5c400f4e79225a0999d09abd6	190	1	1
1501	seq_7d30a144fc3a8f102cde7580547d71633a71be43d14e2ed7f70c80fa71167ce5	seq_7d30a144fc3a8f102cde7580547d71633a71be43d14e2ed7f70c80fa71167ce5	existing_challenge	0	seq_7d30a144fc3a8f102cde7580547d71633a71be43d14e2ed7f70c80fa71167ce5	194	1	1
1502	seq_0cb827e9eee9a033619ccc289ca4930ad99f03b47fb2718a5ffd6fa5ca3fd142	seq_0cb827e9eee9a033619ccc289ca4930ad99f03b47fb2718a5ffd6fa5ca3fd142	existing_challenge	0	seq_0cb827e9eee9a033619ccc289ca4930ad99f03b47fb2718a5ffd6fa5ca3fd142	191	1	1
1503	seq_c8f6c72350ce3f257719396d92ea4b2c1949068c87f0233a6361589a35ea8937	seq_c8f6c72350ce3f257719396d92ea4b2c1949068c87f0233a6361589a35ea8937	existing_challenge	0	seq_c8f6c72350ce3f257719396d92ea4b2c1949068c87f0233a6361589a35ea8937	181	1	1
1504	seq_f3321c3066fd26e7d68eeb74bdb93b35a4f5af5a242a4a28766fe731229d691e	seq_f3321c3066fd26e7d68eeb74bdb93b35a4f5af5a242a4a28766fe731229d691e	existing_challenge	0	seq_f3321c3066fd26e7d68eeb74bdb93b35a4f5af5a242a4a28766fe731229d691e	190	1	1
1505	seq_bda4a7d661f64789736ab7b91df4c6c569ab9ae151157ab91dd1fcf2d85c03bb	seq_bda4a7d661f64789736ab7b91df4c6c569ab9ae151157ab91dd1fcf2d85c03bb	existing_challenge	0	seq_bda4a7d661f64789736ab7b91df4c6c569ab9ae151157ab91dd1fcf2d85c03bb	186	1	1
1506	seq_bfc612e9868c0260aab396aefc1653bf6aaa2845f4426f5a1a4bff162eddb00f	seq_bfc612e9868c0260aab396aefc1653bf6aaa2845f4426f5a1a4bff162eddb00f	existing_challenge	0	seq_bfc612e9868c0260aab396aefc1653bf6aaa2845f4426f5a1a4bff162eddb00f	189	1	1
1507	seq_7fb82586d8df53af0a91f5776284e20494e6d500d561a71423a0a4ebe6f7c5ae	seq_7fb82586d8df53af0a91f5776284e20494e6d500d561a71423a0a4ebe6f7c5ae	existing_challenge	0	seq_7fb82586d8df53af0a91f5776284e20494e6d500d561a71423a0a4ebe6f7c5ae	179	1	1
1508	seq_dbbb275111534927e84931076552c5e7b5c83217ec2e37e7994a540f0c9d1029	seq_dbbb275111534927e84931076552c5e7b5c83217ec2e37e7994a540f0c9d1029	existing_challenge	0	seq_dbbb275111534927e84931076552c5e7b5c83217ec2e37e7994a540f0c9d1029	175	1	1
1509	seq_e262efc9c9ee8d6d6ee681a0c1edc280bd5648c2019db5c7397278365e0886dc	seq_e262efc9c9ee8d6d6ee681a0c1edc280bd5648c2019db5c7397278365e0886dc	existing_challenge	0	seq_e262efc9c9ee8d6d6ee681a0c1edc280bd5648c2019db5c7397278365e0886dc	157	1	1
1510	seq_1b7eb3346a02b7bd66cf4270a673a1bf3140fec5f1dd798901c9b58bd25188fc	seq_1b7eb3346a02b7bd66cf4270a673a1bf3140fec5f1dd798901c9b58bd25188fc	existing_challenge	0	seq_1b7eb3346a02b7bd66cf4270a673a1bf3140fec5f1dd798901c9b58bd25188fc	155	1	1
1511	seq_6fda6c5c6c396ab651164e84de44241b1f0cfaab2714bd9bbd57270d226bb521	seq_6fda6c5c6c396ab651164e84de44241b1f0cfaab2714bd9bbd57270d226bb521	existing_challenge	0	seq_6fda6c5c6c396ab651164e84de44241b1f0cfaab2714bd9bbd57270d226bb521	157	1	1
1512	seq_04bdcbaacabf3e42a8672f31f1d4ee605bd1d662e1b02d0694e539fc38852f82	seq_04bdcbaacabf3e42a8672f31f1d4ee605bd1d662e1b02d0694e539fc38852f82	existing_challenge	0	seq_04bdcbaacabf3e42a8672f31f1d4ee605bd1d662e1b02d0694e539fc38852f82	155	1	1
1513	seq_1f0fb14a94f5864bca6f38c2ae3eb6980739a049124c73585b0cef2f9a95662e	seq_1f0fb14a94f5864bca6f38c2ae3eb6980739a049124c73585b0cef2f9a95662e	existing_challenge	0	seq_1f0fb14a94f5864bca6f38c2ae3eb6980739a049124c73585b0cef2f9a95662e	151	1	1
1514	seq_452a231487b43e990df882985a9e3f81d65f93c9c38a4f3d5f327a427e8df60c	seq_452a231487b43e990df882985a9e3f81d65f93c9c38a4f3d5f327a427e8df60c	existing_challenge	0	seq_452a231487b43e990df882985a9e3f81d65f93c9c38a4f3d5f327a427e8df60c	149	1	1
1515	seq_8df3df250f692961c8b07f3626559710db18d37749bf8a21c164aa52d3cde440	seq_8df3df250f692961c8b07f3626559710db18d37749bf8a21c164aa52d3cde440	existing_challenge	0	seq_8df3df250f692961c8b07f3626559710db18d37749bf8a21c164aa52d3cde440	141	1	1
1516	seq_41436730f26acd3090933abf8d68bcd7537acdd1cbfbaa91019452896e8efb88	seq_41436730f26acd3090933abf8d68bcd7537acdd1cbfbaa91019452896e8efb88	existing_challenge	0	seq_41436730f26acd3090933abf8d68bcd7537acdd1cbfbaa91019452896e8efb88	139	1	1
1517	seq_9b01ed9d8512fd52851bea6888ce63881af4aaf4c6a2f04ed9688b511456e424	seq_9b01ed9d8512fd52851bea6888ce63881af4aaf4c6a2f04ed9688b511456e424	existing_challenge	0	seq_9b01ed9d8512fd52851bea6888ce63881af4aaf4c6a2f04ed9688b511456e424	141	1	1
1518	seq_0aa13c9e56875db952cc294741c0183571396af816807a3dff520a4b9c392a76	seq_0aa13c9e56875db952cc294741c0183571396af816807a3dff520a4b9c392a76	existing_challenge	0	seq_0aa13c9e56875db952cc294741c0183571396af816807a3dff520a4b9c392a76	140	1	1
1519	seq_e8ec3fc952132a5c71a661780df85372d09e04dd58006f3ddc11b02ba3c5734f	seq_e8ec3fc952132a5c71a661780df85372d09e04dd58006f3ddc11b02ba3c5734f	existing_challenge	0	seq_e8ec3fc952132a5c71a661780df85372d09e04dd58006f3ddc11b02ba3c5734f	137	1	1
1520	seq_a5e8f0df9e2b1717595d965c37e39ad6fa6f4066ce742526d4f714f7a163ac21	seq_a5e8f0df9e2b1717595d965c37e39ad6fa6f4066ce742526d4f714f7a163ac21	existing_challenge	0	seq_a5e8f0df9e2b1717595d965c37e39ad6fa6f4066ce742526d4f714f7a163ac21	127	1	1
1521	seq_0e2938501b15376476c491701a8d7270802e19b73d44d3f371cce37381d49c96	seq_0e2938501b15376476c491701a8d7270802e19b73d44d3f371cce37381d49c96	existing_challenge	0	seq_0e2938501b15376476c491701a8d7270802e19b73d44d3f371cce37381d49c96	131	1	1
1522	seq_a1a52bda8ebb0dae191177b23b7ac4fba617a5540a63edd0d0146e50a23d8559	seq_a1a52bda8ebb0dae191177b23b7ac4fba617a5540a63edd0d0146e50a23d8559	existing_challenge	0	seq_a1a52bda8ebb0dae191177b23b7ac4fba617a5540a63edd0d0146e50a23d8559	129	1	1
1523	seq_65aa048ff814e3cddff4431383910362211e59ebb22116577a67d3bdaa28ea5f	seq_65aa048ff814e3cddff4431383910362211e59ebb22116577a67d3bdaa28ea5f	existing_challenge	0	seq_65aa048ff814e3cddff4431383910362211e59ebb22116577a67d3bdaa28ea5f	123	1	1
